"STATION","NAME","DATE","DAPR","MDPR","PRCP","SNOW","SNWD"
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-11-09",,,"0.05",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-11-10",,,"0.18",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-11-11",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-11-12",,,"0.60",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-11-13",,,"0.13",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-11-14",,,"0.00",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-11-15",,,"0.23",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-11-16",,,"0.15",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-11-17",,,"1.72",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-11-19","    2","0.65",,,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-11-20",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-11-21",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-11-22",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-11-23",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-11-24",,,"0.14",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-11-25",,,"0.19",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-11-26",,,"0.00",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-11-27",,,"0.07",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-11-28",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-11-29",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-11-30",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-12-01",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-12-02",,,"0.11",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-12-03",,,"0.39",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-12-04",,,"0.25",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-12-05",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-12-06",,,"0.12",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-12-07",,,"0.28",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-12-08",,,"0.07",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-12-09",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-12-10",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-12-11",,,"0.17",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-12-12",,,"0.82",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-12-13",,,"0.74",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-12-14",,,"0.15",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-12-15",,,"0.02",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-12-16",,,"0.02",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-12-17",,,"0.09",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-12-18",,,"0.13",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-12-19",,,"0.78",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-12-20",,,"0.98",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-01-06","   17","5.42",,,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-01-07",,,"0.84",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-01-08",,,"0.50",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-01-09",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-01-10",,,"0.30","1.0","1.0"
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-01-11",,,"0.95","1.0","0.0"
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-01-12",,,"0.68","1.0","1.0"
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-01-13",,,"0.17","1.5","1.5"
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-01-14",,,"0.00","0.0","1.5"
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-01-15",,,"0.44","5.5","6.5"
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-01-16",,,"0.20","2.8",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-01-17",,,"0.03","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-01-18",,,"0.15","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-01-20","    2","0.52",,,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-01-21",,,"0.22",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-01-22",,,"0.28",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-01-23",,,"1.48",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-01-24",,,"0.96",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-01-25",,,"0.41",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-01-26",,,"0.25",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-01-27",,,"0.25",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-01-28",,,"0.31",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-01-29",,,"0.38",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-01-30",,,"0.22",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-01-31",,,"1.11",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-02-01",,,"2.08",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-02-02",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-02-03",,,"0.07",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-02-04",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-02-05",,,"1.05","4.0","1.0"
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-02-06",,,"0.20",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-02-07",,,"0.30",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-02-08",,,"0.20",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-02-09",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-02-10",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-02-11",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-02-12",,,"0.04",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-02-13",,,"0.04",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-02-14",,,"0.11",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-02-15",,,"0.33",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-02-16",,,"0.27",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-02-17",,,"0.02",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-02-18",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-02-19",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-02-20",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-02-21",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-02-22",,,"0.28",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-02-23",,,"0.41",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-02-24",,,"0.07",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-02-25",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-02-26",,,"0.05",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-02-27",,,"0.28",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-02-28",,,"0.06",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-02-29",,,"0.21",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-03-01",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-03-02",,,"0.19",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-03-03",,,"0.65",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-03-04",,,"0.05",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-03-05",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-03-06",,,"0.11",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-03-07",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-03-08",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-03-09",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-03-10",,,"0.00",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-03-11",,,"0.20",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-03-12",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-03-13",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-03-14",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-03-15",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-03-16",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-03-17",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-03-18",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-03-19",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-03-20",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-03-21",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-03-22",,,"0.00",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-03-23",,,"0.14",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-03-24",,,"0.29",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-03-25",,,"0.00",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-03-26",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-03-27",,,"0.25",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-03-28",,,"0.45",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-03-29",,,"0.34",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-03-30",,,"0.19",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-03-31",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-04-01",,,"0.27",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-04-02",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-04-03",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-04-04",,,"0.06",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-04-05",,,"0.00",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-04-06",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-04-07",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-04-08",,,"0.00",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-04-09",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-04-10",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-04-11",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-04-12",,,"0.00",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-04-13",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-04-14",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-04-15",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-04-16",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-04-17",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-04-18",,,"0.00",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-04-19",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-04-20",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-04-21",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-04-22",,,"0.12",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-04-23",,,"0.31",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-04-24",,,"0.00",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-04-25",,,"0.12",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-04-26",,,"0.13",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-04-27",,,"0.22",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-04-28",,,"0.01",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-04-29",,,"0.01",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-04-30",,,"0.18",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-05-01",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-05-02",,,"0.07",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-05-03",,,"0.38",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-05-04",,,"0.01",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-05-05",,,"0.06",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-05-06",,,"0.13",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-05-07",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-05-08",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-05-09",,,"0.00",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-05-10",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-05-11",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-05-12",,,"0.62",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-05-13",,,"0.19",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-05-14",,,"0.19",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-05-15",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-05-16",,,"0.00",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-05-17",,,"0.61",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-05-18",,,"0.04",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-05-19",,,"0.00",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-05-20",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-05-21",,,"0.02",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-05-22",,,"0.00",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-05-23",,,"0.06",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-05-26","    3","0.60",,,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-05-27",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-05-28",,,"0.00",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-05-29",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-05-30",,,"0.00",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-05-31",,,"0.26",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-06-01",,,"0.00",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-06-02",,,"0.00",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-06-03",,,"0.17",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-06-04",,,"0.00",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-06-05",,,"0.00",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-06-06",,,"0.56",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-06-07",,,"0.19",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-06-08",,,"0.00",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-06-09",,,"0.25",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-06-10",,,"0.17",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-06-11",,,"0.05",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-06-12",,,"0.15",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-06-13",,,"0.46",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-06-14",,,"0.03",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-06-15",,,"0.03",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-06-16",,,"0.29",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-06-17",,,"0.00",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-06-18",,,"0.00",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-06-19",,,"0.00",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-06-20",,,"0.08",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-06-21",,,"0.25",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-06-22",,,"0.00",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-06-23",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-06-24",,,"0.27",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-06-25",,,"0.00",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-06-26",,,"0.00",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-06-27",,,"0.00",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-06-28",,,"0.02",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-06-29",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-06-30",,,"0.00",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-07-01",,,"0.00",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-07-02",,,"0.12",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-07-03",,,"0.31",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-07-04",,,"0.35",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-07-05",,,"0.00",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-07-06",,,"0.00",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-07-07",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-07-08",,,"0.00",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-07-09",,,"0.12",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-07-10",,,"0.10",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-07-11",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-07-12",,,"0.14",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-07-13",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-07-14",,,"0.00",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-07-15",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-07-16",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-07-17",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-07-18",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-07-19",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-07-20",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-07-21",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-07-22",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-07-23",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-07-24",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-07-25",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-07-26",,,"0.00",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-07-27",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-07-28",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-07-29",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-07-30",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-07-31",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-08-01",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-08-02",,,"0.00",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-08-03",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-08-04",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-08-05",,,"0.00",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-08-06",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-08-07",,,"1.28",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-08-09","    2","0.24",,,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-08-10",,,"0.00",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-08-11",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-08-12",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-08-13",,,"0.00",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-08-14",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-08-15",,,"0.00",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-08-16",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-08-17",,,"0.00",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-08-18",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-08-21","    3","0.32",,,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-08-22",,,"0.41",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-08-23",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-08-24",,,"0.02",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-08-25",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-08-26",,,"0.00",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-08-27",,,"0.00",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-08-28",,,"0.00",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-08-29",,,"0.00",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-08-30",,,"0.00",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-08-31",,,"0.05",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-09-01",,,"0.00",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-09-02",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-09-03",,,"0.00",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-09-04",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-09-05",,,"0.00",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-09-06",,,"0.00",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-09-07",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-09-08",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-09-09",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-09-10",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-09-11",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-09-12",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-09-13",,,"0.00",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-09-14",,,"0.00",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-09-16","    2","0.14",,,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-09-17",,,"0.00",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-09-18",,,"0.00",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-09-20","    2","0.24",,,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-09-21",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-09-24","    3","2.75",,,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2020-09-25",,,"0.90",,
